102,94,,,,,,,,
93,94,,,,,,,,
84,99,,,,,,,,
101,104,,,,,,,,
101,110,,,,,,,,
90,101,,,,,,,,
105,86,,,,,,,,
85,79,,,,,,,,
99,89,,,,,,,,
95,108,,,,,,,,
82,94,,,,,,,,
91,84,,,,,,,,
101,81,,,,,,,,
82,95,,,,,,,,
91,120,,,,,,,,
89,99,,,,,,,,
107,109,,,,,,,,
103,77,,,,,,,,"at New Orleans, LA"
114,119,,,,,,,,
111,117,,,,,,,,
84,106,,,,,,,,
79,93,,,,,,,,
96,112,,,,,,,,
101,112,,,,,,,,
97,88,,,,,,,,
101,105,,,,,,,,
99,109,,,,,,,,
78,90,,,,,,,,
98,97,,,,,,,,
95,106,,,,,,,,
106,104,,,,,,,,
106,100,,,,,,,,
90,98,,,,,,,,
104,108,,,,,,,,
90,82,,,,,,,,
90,79,,,,,,,,"at New Orleans, LA"
123,100,,,,,,,,
74,81,,,,,,,,
105,98,,,,,,,,
98,103,,,,,,,,
93,97,,,,,,,,
104,94,,,,,,,,
108,103,,,,,,,,
147,141,,,,,,,,
115,120,,,,,,,,
108,117,,,,,,,,
126,134,,,,,,,,
99,101,,,,,,,,
97,105,,,,,,,,
96,97,,,,,,,,
109,91,,,,,,,,
89,94,,,,,,,,
98,115,,,,,,,,
112,106,,,,,,,,
96,95,,,,,,,,
98,96,,,,,,,,
95,121,,,,,,,,
111,94,,,,,,,,
111,113,,,,,,,,
109,111,,,,,,,,
83,86,,,,,,,,
101,93,,,,,,,,
87,89,,,,,,,,
98,105,,,,,,,,
103,95,,,,,,,,
87,71,,,,,,,,
126,119,,,,,,,,
100,90,,,,,,,,
98,83,,,,,,,,
89,101,,,,,,,,
83,115,,,,,,,,
101,96,,,,,,,,
113,107,,,,,,,,
99,95,,,,,,,,
97,100,,,,,,,,
92,103,,,,,,,,
117,108,,,,,,,,
144,139,,,,,,,,
101,100,,,,,,,,
97,78,,,,,,,,
76,115,,,,,,,,
83,86,,,,,,,,
81,108,,,,,,,,
98,93,,,,,,,,
78,71,,,,,,,,
100,97,,,,,,,,
92,105,,,,,,,,
104,115,,,,,,,,
112,77,,,,,,,,
77,98,,,,,,,,
97,110,,,,,,,,
85,101,,,,,,,,
84,97,,,,,,,,
105,116,,,,,,,,
91,92,,,,,,,,
97,116,,,,,,,,
76,81,,,,,,,,
98,100,,,,,,,,
87,110,,,,,,,,
114,107,,,,,,,,
94,102,,,,,,,,
92,102,,,,,,,,
101,116,,,,,,,,
89,76,,,,,,,,
114,107,,,,,,,,
103,109,,,,,,,,
77,100,,,,,,,,
112,96,,,,,,,,
96,71,,,,,,,,
145,151,,,,,,,,
106,93,,,,,,,,
85,100,,,,,,,,
76,101,,,,,,,,
97,100,,,,,,,,
99,101,,,,,,,,
98,112,,,,,,,,
83,106,,,,,,,,
124,133,,,,,,,,
99,109,,,,,,,,
93,92,,,,,,,,
100,110,,,,,,,,
68,94,,,,,,,,
93,102,,,,,,,,
91,81,,,,,,,,
82,101,,,,,,,,
89,99,,,,,,,,
86,108,,,,,,,,
98,95,,,,,,,,
107,97,,,,,,,,
111,112,,,,,,,,
96,103,,,,,,,,
80,94,,,,,,,,
113,102,,,,,,,,
104,110,,,,,,,,
102,119,,,,,,,,
92,100,,,,,,,,
68,97,,,,,,,,
96,119,,,,,,,,
86,96,,,,,,,,
89,85,,,,,,,,
108,101,,,,,,,,
109,111,,,,,,,,
80,90,,,,,,,,
94,104,,,,,,,,
81,95,,,,,,,,
95,101,,,,,,,,
102,96,,,,,,,,
89,81,,,,,,,,
97,96,,,,,,,,
78,82,,,,,,,,
88,112,,,,,,,,
108,97,,,,,,,,
97,89,,,,,,,,
86,91,,,,,,,,
100,112,,,,,,,,
107,104,,,,,,,,
96,103,,,,,,,,
135,144,,,,,,,,
110,95,,,,,,,,
101,103,,,,,,,,
99,81,,,,,,,,
100,98,,,,,,,,
87,98,,,,,,,,
105,108,,,,,,,,
91,100,,,,,,,,
92,68,,,,,,,,
132,128,,,,,,,,
86,100,,,,,,,,
104,123,,,,,,,,
128,119,,,,,,,,
95,86,,,,,,,,
102,104,,,,,,,,
86,91,,,,,,,,
74,106,,,,,,,,
80,108,,,,,,,,
90,85,,,,,,,,
111,93,,,,,,,,
92,105,,,,,,,,
105,116,,,,,,,,
74,86,,,,,,,,
89,106,,,,,,,,
91,96,,,,,,,,
96,84,,,,,,,,
104,108,,,,,,,,
100,93,,,,,,,,
110,105,,,,,,,,
98,101,,,,,,,,
110,96,,,,,,,,
99,103,,,,,,,,
79,87,,,,,,,,
105,128,,,,,,,,
93,90,,,,,,,,
111,116,,,,,,,,
84,77,,,,,,,,
92,104,,,,,,,,
100,90,,,,,,,,
72,91,,,,,,,,
118,128,,,,,,,,
86,101,,,,,,,,
98,89,,,,,,,,
102,113,,,,,,,,
108,98,,,,,,,,
84,98,,,,,,,,
108,105,,,,,,,,
96,77,,,,,,,,
97,84,,,,,,,,
74,99,,,,,,,,
92,83,,,,,,,,
103,96,,,,,,,,
91,76,,,,,,,,
77,102,,,,,,,,
90,77,,,,,,,,
92,91,,,,,,,,
99,106,,,,,,,,
107,103,,,,,,,,
103,113,,,,,,,,
86,83,,,,,,,,
90,109,,,,,,,,
93,99,,,,,,,,
95,86,,,,,,,,
90,86,,,,,,,,
118,96,,,,,,,,
115,113,,,,,,,,
106,109,,,,,,,,
116,110,,,,,,,,
97,104,,,,,,,,
126,110,,,,,,,,
97,110,,,,,,,,
87,95,,,,,,,,
114,122,,,,,,,,
83,89,,,,,,,,
66,111,,,,,,,,
73,81,,,,,,,,
104,92,,,,,,,,
98,109,,,,,,,,
101,107,,,,,,,,
115,111,,,,,,,,
80,93,,,,,,,,
119,110,,,,,,,,
109,93,,,,,,,,
97,96,,,,,,,,
96,100,,,,,,,,
99,91,,,,,,,,
87,99,,,,,,,,
94,90,,,,,,,,
93,108,,,,,,,,
118,124,,,,,,,,
137,122,,,,,,,,
95,105,,,,,,,,
97,102,,,,,,,,
104,86,,,,,,,,
111,114,,,,,,,,
96,109,,,,,,,,
78,84,,,,,,,,
96,101,,,,,,,,
92,85,,,,,,,,
100,99,,,,,,,,
100,91,,,,,,,,
109,115,,,,,,,,
102,118,,,,,,,,
99,90,,,,,,,,
105,88,,,,,,,,
76,94,,,,,,,,
100,96,,,,,,,,
85,101,,,,,,,,
98,99,,,,,,,,
95,114,,,,,,,,
101,104,,,,,,,,
96,75,,,,,,,,
96,91,,,,,,,,
99,110,,,,,,,,
104,98,,,,,,,,
101,100,,,,,,,,
114,93,,,,,,,,
95,98,,,,,,,,
101,106,,,,,,,,
86,99,,,,,,,,
72,99,,,,,,,,
102,94,,,,,,,,
85,104,,,,,,,,
95,85,,,,,,,,
74,91,,,,,,,,
106,104,,,,,,,,
121,113,,,,,,,,
108,106,,,,,,,,
91,112,,,,,,,,
94,101,,,,,,,,
103,113,,,,,,,,
110,115,,,,,,,,
99,93,,,,,,,,
99,85,,,,,,,,
102,131,,,,,,,,
95,99,,,,,,,,
93,89,,,,,,,,
90,79,,,,,,,,
98,115,,,,,,,,
91,98,,,,,,,,
103,108,,,,,,,,
83,101,,,,,,,,
87,88,,,,,,,,
84,105,,,,,,,,
91,106,,,,,,,,
86,94,,,,,,,,
96,115,,,,,,,,
111,95,,,,,,,,
96,102,,,,,,,,
117,112,,,,,,,,
127,105,,,,,,,,
82,76,,,,,,,,
103,92,,,,,,,,
118,115,,,,,,,,
109,110,,,,,,,,
94,96,,,,,,,,
112,107,,,,,,,,
98,101,,,,,,,,
106,114,,,,,,,,
90,85,,,,,,,,
88,90,,,,,,,,
132,130,,,,,,,,
85,96,,,,,,,,
101,102,,,,,,,,
99,96,,,,,,,,
69,99,,,,,,,,
106,97,,,,,,,,
98,90,,,,,,,,
84,88,,,,,,,,"at New Orleans, LA"
96,116,,,,,,,,
93,90,,,,,,,,
105,97,,,,,,,,
96,112,,,,,,,,
100,102,,,,,,,,
90,96,,,,,,,,
111,116,,,,,,,,
104,89,,,,,,,,
97,100,,,,,,,,
104,106,,,,,,,,
112,102,,,,,,,,
105,131,,,,,,,,
84,102,,,,,,,,
101,87,,,,,,,,
135,132,,,,,,,,
83,94,,,,,,,,
105,91,,,,,,,,
115,100,,,,,,,,
87,95,,,,,,,,
96,94,,,,,,,,
105,107,,,,,,,,
98,76,,,,,,,,
83,93,,,,,,,,
105,101,,,,,,,,
84,105,,,,,,,,
117,124,,,,,,,,
112,121,,,,,,,,
91,103,,,,,,,,
116,115,,,,,,,,
97,124,,,,,,,,
102,122,,,,,,,,
96,103,,,,,,,,
80,110,,,,,,,,
94,99,,,,,,,,
99,104,,,,,,,,
94,115,,,,,,,,
111,98,,,,,,,,
87,104,,,,,,,,
102,112,,,,,,,,
98,110,,,,,,,,
95,94,,,,,,,,
100,98,,,,,,,,
113,89,,,,,,,,
89,78,,,,,,,,
73,98,,,,,,,,
91,100,,,,,,,,
109,119,,,,,,,,
93,97,,,,,,,,
89,92,,,,,,,,
87,103,,,,,,,,
103,91,,,,,,,,
100,89,,,,,,,,
81,101,,,,,,,,
107,114,,,,,,,,
86,96,,,,,,,,
84,95,,,,,,,,
83,90,,,,,,,,
86,119,,,,,,,,
102,101,,,,,,,,
107,101,,,,,,,,
90,98,,,,,,,,
93,94,,,,,,,,
87,74,,,,,,,,
116,110,,,,,,,,
117,98,,,,,,,,
94,86,,,,,,,,
108,105,,,,,,,,
88,86,,,,,,,,
87,94,,,,,,,,
118,102,,,,,,,,
90,78,,,,,,,,
101,99,,,,,,,,
110,122,,,,,,,,
90,83,,,,,,,,
113,108,,,,,,,,
77,105,,,,,,,,
113,98,,,,,,,,
93,113,,,,,,,,
98,100,,,,,,,,
99,105,,,,,,,,
95,100,,,,,,,,
108,118,,,,,,,,
102,109,,,,,,,,
98,90,,,,,,,,
111,116,,,,,,,,
90,102,,,,,,,,
109,102,,,,,,,,
87,85,,,,,,,,
91,79,,,,,,,,
77,94,,,,,,,,
97,113,,,,,,,,
114,112,,,,,,,,
103,102,,,,,,,,
93,121,,,,,,,,
83,92,,,,,,,,
103,113,,,,,,,,
110,83,,,,,,,,
78,93,,,,,,,,
101,109,,,,,,,,
77,86,,,,,,,,
92,78,,,,,,,,
108,100,,,,,,,,
79,103,,,,,,,,
74,95,,,,,,,,
121,123,,,,,,,,
102,95,,,,,,,,
97,105,,,,,,,,
104,106,,,,,,,,
90,89,,,,,,,,
120,111,,,,,,,,
92,96,,,,,,,,
92,98,,,,,,,,
83,104,,,,,,,,
109,102,,,,,,,,
78,93,,,,,,,,
99,114,,,,,,,,
114,93,,,,,,,,
102,104,,,,,,,,
90,99,,,,,,,,
106,105,,,,,,,,
80,94,,,,,,,,
85,100,,,,,,,,
107,109,,,,,,,,
106,89,,,,,,,,
116,103,,,,,,,,
114,103,,,,,,,,
94,73,,,,,,,,
111,123,,,,,,,,
74,92,,,,,,,,
76,102,,,,,,,,
112,111,,,,,,,,
104,109,,,,,,,,
107,106,,,,,,,,
104,108,,,,,,,,
85,104,,,,,,,,
99,93,,,,,,,,
107,82,,,,,,,,
97,117,,,,,,,,
85,100,,,,,,,,
90,81,,,,,,,,
101,120,,,,,,,,
104,114,,,,,,,,
96,93,,,,,,,,
94,99,,,,,,,,
93,110,,,,,,,,
91,103,,,,,,,,
92,85,,,,,,,,
90,114,,,,,,,,
109,120,,,,,,,,
98,99,,,,,,,,
80,77,,,,,,,,
114,108,,,,,,,,
100,104,,,,,,,,
81,106,,,,,,,,
115,90,,,,,,,,
84,83,,,,,,,,
94,100,,,,,,,,
100,103,,,,,,,,
101,104,,,,,,,,
80,95,,,,,,,,
105,121,,,,,,,,
100,112,,,,,,,,
103,96,,,,,,,,
88,110,,,,,,,,
115,118,,,,,,,,
102,112,,,,,,,,
129,136,,,,,,,,
112,108,,,,,,,,
100,95,,,,,,,,
111,107,,,,,,,,
84,104,,,,,,,,
108,118,,,,,,,,
86,85,,,,,,,,
84,78,,,,,,,,
100,112,,,,,,,,
106,109,,,,,,,,
99,105,,,,,,,,
87,102,,,,,,,,
90,105,,,,,,,,
114,104,,,,,,,,
96,122,,,,,,,,
116,104,,,,,,,,
96,109,,,,,,,,
97,98,,,,,,,,"at New Orleans, LA"
93,95,,,,,,,,
94,89,,,,,,,,
103,102,,,,,,,,
88,110,,,,,,,,
93,76,,,,,,,,
95,115,,,,,,,,
90,103,,,,,,,,
90,109,,,,,,,,
71,102,,,,,,,,
87,105,,,,,,,,
115,106,,,,,,,,
93,95,,,,,,,,
102,85,,,,,,,,
110,93,,,,,,,,
81,86,,,,,,,,
94,98,,,,,,,,
92,101,,,,,,,,
97,93,,,,,,,,
94,87,,,,,,,,
87,110,,,,,,,,
77,72,,,,,,,,
93,100,,,,,,,,
111,107,,,,,,,,
93,99,,,,,,,,
82,89,,,,,,,,
91,107,,,,,,,,
73,97,,,,,,,,
102,94,,,,,,,,
89,97,,,,,,,,
103,92,,,,,,,,
101,122,,,,,,,,
91,65,,,,,,,,
101,113,,,,,,,,
94,102,,,,,,,,
83,113,,,,,,,,
101,111,,,,,,,,
106,90,,,,,,,,
91,96,,,,,,,,
104,88,,,,,,,,
100,107,,,,,,,,
94,99,,,,,,,,
120,135,,,,,,,,
92,83,,,,,,,,
92,95,,,,,,,,
90,127,,,,,,,,
75,77,,,,,,,,
93,104,,,,,,,,
108,97,,,,,,,,
116,108,,,,,,,,
82,85,,,,,,,,
109,83,,,,,,,,
97,106,,,,,,,,
112,117,,,,,,,,
90,115,,,,,,,,
74,98,,,,,,,,
94,81,,,,,,,,
92,93,,,,,,,,
104,100,,,,,,,,
97,120,,,,,,,,
98,103,,,,,,,,
97,74,,,,,,,,
64,87,,,,,,,,
92,89,,,,,,,,
96,88,,,,,,,,
104,96,,,,,,,,
117,124,,,,,,,,
126,121,,,,,,,,
108,94,,,,,,,,
86,99,,,,,,,,
94,99,,,,,,,,
89,96,,,,,,,,
106,107,,,,,,,,
85,91,,,,,,,,
111,93,,,,,,,,
88,74,,,,,,,,
81,88,,,,,,,,
81,99,,,,,,,,
95,120,,,,,,,,
89,102,,,,,,,,
91,106,,,,,,,,
107,117,,,,,,,,
100,99,,,,,,,,
99,94,,,,,,,,
98,102,,,,,,,,
109,129,,,,,,,,
97,100,,,,,,,,
111,80,,,,,,,,
101,97,,,,,,,,
96,110,,,,,,,,
70,103,,,,,,,,
90,110,,,,,,,,
89,92,,,,,,,,
106,115,,,,,,,,
87,94,,,,,,,,
72,94,,,,,,,,
100,76,,,,,,,,
100,93,,,,,,,,
105,106,,,,,,,,
103,118,,,,,,,,
95,82,,,,,,,,
89,99,,,,,,,,
91,112,,,,,,,,
91,105,,,,,,,,
92,108,,,,,,,,
103,104,,,,,,,,
93,99,,,,,,,,
115,107,,,,,,,,
100,96,,,,,,,,
94,92,,,,,,,,
77,93,,,,,,,,
86,96,,,,,,,,
90,89,,,,,,,,
94,78,,,,,,,,
88,99,,,,,,,,
92,103,,,,,,,,
98,80,,,,,,,,
108,72,,,,,,,,
104,106,,,,,,,,
87,106,,,,,,,,
113,101,,,,,,,,
119,120,,,,,,,,
108,119,,,,,,,,
100,117,,,,,,,,
113,102,,,,,,,,
108,93,,,,,,,,
82,103,,,,,,,,
92,104,,,,,,,,
87,95,,,,,,,,
100,124,,,,,,,,
99,107,,,,,,,,
86,88,,,,,,,,
81,86,,,,,,,,
112,108,,,,,,,,
84,93,,,,,,,,
101,97,,,,,,,,
88,109,,,,,,,,
108,111,,,,,,,,
129,127,,,,,,,,
105,109,,,,,,,,
112,96,,,,,,,,
118,96,,,,,,,,
90,101,,,,,,,,
88,87,,,,,,,,
87,75,,,,,,,,
94,104,,,,,,,,
86,113,,,,,,,,
90,101,,,,,,,,
93,86,,,,,,,,
102,93,,,,,,,,
101,106,,,,,,,,
86,106,,,,,,,,
111,116,,,,,,,,
97,103,,,,,,,,
92,90,,,,,,,,
88,89,,,,,,,,
105,83,,,,,,,,
114,100,,,,,,,,
73,82,,,,,,,,
107,131,,,,,,,,
90,113,,,,,,,,
103,104,,,,,,,,
91,97,,,,,,,,
95,83,,,,,,,,
91,85,,,,,,,,
99,98,,,,,,,,
103,125,,,,,,,,
92,88,,,,,,,,
102,109,,,,,,,,
97,83,,,,,,,,
95,101,,,,,,,,
74,92,,,,,,,,
124,74,,,,,,,,
95,77,,,,,,,,
76,99,,,,,,,,
88,106,,,,,,,,
100,108,,,,,,,,
103,89,,,,,,,,
75,96,,,,,,,,
76,86,,,,,,,,
114,103,,,,,,,,
94,90,,,,,,,,
92,77,,,,,,,,
90,108,,,,,,,,
98,100,,,,,,,,
100,104,,,,,,,,
91,83,,,,,,,,
92,84,,,,,,,,
98,90,,,,,,,,
104,103,,,,,,,,
95,89,,,,,,,,
72,90,,,,,,,,
108,106,,,,,,,,
85,92,,,,,,,,
108,109,,,,,,,,
85,91,,,,,,,,
121,119,,,,,,,,
92,86,,,,,,,,
100,118,,,,,,,,
102,100,,,,,,,,
109,95,,,,,,,,
68,90,,,,,,,,
128,135,,,,,,,,
70,95,,,,,,,,
72,104,,,,,,,,
111,105,,,,,,,,"at New Orleans, LA"
82,90,,,,,,,,
97,106,,,,,,,,
89,90,,,,,,,,
82,85,,,,,,,,
94,121,,,,,,,,
113,107,,,,,,,,
105,111,,,,,,,,
93,85,,,,,,,,
108,118,,,,,,,,
104,97,,,,,,,,
105,93,,,,,,,,
92,90,,,,,,,,
113,115,,,,,,,,
121,95,,,,,,,,
93,94,,,,,,,,
94,106,,,,,,,,
100,107,,,,,,,,
120,79,,,,,,,,
87,95,,,,,,,,
89,100,,,,,,,,
109,113,,,,,,,,
126,89,,,,,,,,
87,106,,,,,,,,
89,106,,,,,,,,
94,89,,,,,,,,
87,105,,,,,,,,
97,103,,,,,,,,
105,94,,,,,,,,
88,86,,,,,,,,
114,106,,,,,,,,
105,89,,,,,,,,
96,105,,,,,,,,
87,101,,,,,,,,
103,105,,,,,,,,
100,97,,,,,,,,
92,87,,,,,,,,
94,118,,,,,,,,
93,97,,,,,,,,
88,92,,,,,,,,
83,96,,,,,,,,
102,108,,,,,,,,
108,111,,,,,,,,
81,83,,,,,,,,
119,124,,,,,,,,
96,92,,,,,,,,
81,97,,,,,,,,
103,105,,,,,,,,
105,110,,,,,,,,
107,104,,,,,,,,
92,77,,,,,,,,
87,95,,,,,,,,
82,88,,,,,,,,
108,125,,,,,,,,
105,101,,,,,,,,
93,102,,,,,,,,
93,120,,,,,,,,
123,118,,,,,,,,
112,108,,,,,,,,
82,86,,,,,,,,
94,103,,,,,,,,
99,86,,,,,,,,
105,97,,,,,,,,
96,98,,,,,,,,
88,94,,,,,,,,
117,122,,,,,,,,
86,83,,,,,,,,
99,100,,,,,,,,
103,126,,,,,,,,
121,107,,,,,,,,
105,104,,,,,,,,
104,126,,,,,,,,
114,103,,,,,,,,
94,107,,,,,,,,
102,122,,,,,,,,
100,85,,,,,,,,
111,105,,,,,,,,
116,111,,,,,,,,
89,92,,,,,,,,
119,101,,,,,,,,
101,88,,,,,,,,
97,93,,,,,,,,
91,110,,,,,,,,
115,120,,,,,,,,
106,88,,,,,,,,
110,99,,,,,,,,
82,90,,,,,,,,
89,98,,,,,,,,
86,101,,,,,,,,
92,101,,,,,,,,
92,90,,,,,,,,
111,108,,,,,,,,
89,94,,,,,,,,
108,100,,,,,,,,
94,90,,,,,,,,
85,92,,,,,,,,
102,115,,,,,,,,
88,85,,,,,,,,
112,102,,,,,,,,
74,105,,,,,,,,
71,75,,,,,,,,
85,78,,,,,,,,
116,104,,,,,,,,
103,95,,,,,,,,
99,94,,,,,,,,
94,85,,,,,,,,
103,107,,,,,,,,
112,109,,,,,,,,
99,94,,,,,,,,
74,86,,,,,,,,
98,105,,,,,,,,
96,93,,,,,,,,
118,113,,,,,,,,
96,94,,,,,,,,
114,120,,,,,,,,
89,116,,,,,,,,
99,112,,,,,,,,
106,103,,,,,,,,
82,87,,,,,,,,
115,107,,,,,,,,
111,103,,,,,,,,
104,109,,,,,,,,
112,106,,,,,,,,
89,103,,,,,,,,
86,96,,,,,,,,
111,115,,,,,,,,
102,126,,,,,,,,
117,94,,,,,,,,
111,100,,,,,,,,
91,83,,,,,,,,
96,112,,,,,,,,
95,90,,,,,,,,
96,104,,,,,,,,
82,92,,,,,,,,
69,98,,,,,,,,
112,100,,,,,,,,
100,103,,,,,,,,
