Chicago Cubs (11), Pittsburgh Pirates (6)
Cincinnati Reds (1), St. Louis Cardinals (0)
Kansas City Royals (2), Tampa Bay Devil Rays (7)
Houston Astros (10), Arizona D'Backs (0)
San Diego Padres (0), Atlanta Braves (2)
LA Angels of Anaheim (2), Baltimore Orioles (3)
Seattle Mariners (3), Boston Red Sox (0)
Toronto Blue Jays (2), Chicago White Sox (4)
Philadelphia Phillies (6), Colorado Rockies (10)
Cleveland Indians (7), Detroit Tigers (2)
Washington Nationals (2), Florida Marlins (1)
San Francisco Giants (1), Los Angeles Dodgers (3)
New York Yankees (5), Minnesota Twins (6)
Milwaukee Brewers (8), New York Mets (2)
Texas Rangers (4), Oakland Athletics (5)
Chicago Cubs (1), Pittsburgh Pirates (2)
Cincinnati Reds (3), St. Louis Cardinals (9)
Kansas City Royals (3), Tampa Bay Devil Rays (6)
Houston Astros (8), Arizona D'Backs (5)
San Diego Padres (4), Atlanta Braves (3)
LA Angels of Anaheim (9), Baltimore Orioles (3)
Seattle Mariners (2), Boston Red Sox (3)
Toronto Blue Jays (4), Chicago White Sox (6)
Philadelphia Phillies (1), Colorado Rockies (0)
Cleveland Indians (0), Detroit Tigers (1)
Washington Nationals (7), Florida Marlins (5)
San Francisco Giants (2), Los Angeles Dodgers (0)
New York Yankees (9), Minnesota Twins (3)
Milwaukee Brewers (3), New York Mets (9)
Texas Rangers (5), Oakland Athletics (3)
Chicago Cubs (7), Pittsburgh Pirates (3)
Cincinnati Reds (7), St. Louis Cardinals (8)
Kansas City Royals (5), Tampa Bay Devil Rays (9)
San Francisco Giants (10), Arizona D'Backs (9)
LA Angels of Anaheim (2), Baltimore Orioles (4)
Seattle Mariners (6), Boston Red Sox (7)
Kansas City Royals (0), Chicago White Sox (9)
Florida Marlins (1), Cincinnati Reds (9)
San Diego Padres (5), Colorado Rockies (2)
Cleveland Indians (10), Detroit Tigers (2)
Milwaukee Brewers (7), Houston Astros (8)
Chicago Cubs (4), Los Angeles Dodgers (1)
Atlanta Braves (3), New York Mets (4)
St. Louis Cardinals (2), Pittsburgh Pirates (1)
San Francisco Giants (4), Arizona D'Backs (7)
Cleveland Indians (15), Baltimore Orioles (1)
Tampa Bay Devil Rays (4), Boston Red Sox (7)
Kansas City Royals (1), Chicago White Sox (4)
Florida Marlins (12), Cincinnati Reds (6)
San Diego Padres (2), Colorado Rockies (3)
Milwaukee Brewers (12), Houston Astros (13)
Chicago Cubs (1), Los Angeles Dodgers (2)
LA Angels of Anaheim (8), Minnesota Twins (2)
Atlanta Braves (7), New York Mets (1)
Detroit Tigers (3), Oakland Athletics (4)
Washington Nationals (10), Philadelphia Phillies (3)
St. Louis Cardinals (4), Pittsburgh Pirates (12)
Texas Rangers (7), Seattle Mariners (4)
New York Yankees (5), Toronto Blue Jays (10)
San Francisco Giants (3), Arizona D'Backs (10)
Cleveland Indians (9), Baltimore Orioles (18)
Tampa Bay Devil Rays (1), Boston Red Sox (9)
Kansas City Royals (0), Chicago White Sox (4)
Florida Marlins (8), Cincinnati Reds (9)
San Diego Padres (13), Colorado Rockies (4)
Milwaukee Brewers (7), Houston Astros (2)
Chicago Cubs (5), Los Angeles Dodgers (4)
LA Angels of Anaheim (10), Minnesota Twins (12)
Atlanta Braves (2), New York Mets (1)
Detroit Tigers (11), Oakland Athletics (4)
Washington Nationals (6), Philadelphia Phillies (7)
St. Louis Cardinals (4), Pittsburgh Pirates (0)
Texas Rangers (6), Seattle Mariners (9)
New York Yankees (3), Toronto Blue Jays (1)
San Francisco Giants (9), Arizona D'Backs (7)
Cleveland Indians (4), Baltimore Orioles (9)
Tampa Bay Devil Rays (5), Boston Red Sox (1)
Cincinnati Reds (12), Milwaukee Brewers (8)
LA Angels of Anaheim (6), Minnesota Twins (4)
Detroit Tigers (4), Oakland Athletics (3)
Washington Nationals (10), Philadelphia Phillies (4)
New York Mets (7), San Diego Padres (2)
Texas Rangers (4), Seattle Mariners (3)
Minnesota Twins (1), Chicago White Sox (7)
San Francisco Giants (8), Colorado Rockies (9)
Pittsburgh Pirates (2), Houston Astros (3)
Cleveland Indians (6), Kansas City Royals (5)
Arizona D'Backs (3), Los Angeles Dodgers (6)
Cincinnati Reds (3), Milwaukee Brewers (1)
Baltimore Orioles (6), New York Yankees (5)
LA Angels of Anaheim (3), Oakland Athletics (5)
Florida Marlins (4), Philadelphia Phillies (3)
New York Mets (1), San Diego Padres (2)
Detroit Tigers (2), Seattle Mariners (1)
Chicago Cubs (3), St. Louis Cardinals (9)
Tampa Bay Devil Rays (7), Texas Rangers (13)
Boston Red Sox (6), Toronto Blue Jays (7)
Atlanta Braves (3), Washington Nationals (7)
Minnesota Twins (2), Chicago White Sox (9)
San Francisco Giants (6), Colorado Rockies (4)
Pittsburgh Pirates (0), Houston Astros (3)
Cleveland Indians (5), Kansas City Royals (11)
Arizona D'Backs (5), Los Angeles Dodgers (4)
Cincinnati Reds (0), Milwaukee Brewers (11)
Baltimore Orioles (1), New York Yankees (6)
LA Angels of Anaheim (5), Oakland Athletics (4)
New York Mets (8), San Diego Padres (1)
Detroit Tigers (2), Seattle Mariners (0)
Chicago Cubs (1), St. Louis Cardinals (4)
Tampa Bay Devil Rays (5), Texas Rangers (6)
Boston Red Sox (1), Toronto Blue Jays (8)
Minnesota Twins (3), Chicago White Sox (7)
San Francisco Giants (2), Colorado Rockies (3)
Pittsburgh Pirates (2), Houston Astros (7)
Cleveland Indians (1), Kansas City Royals (5)
Arizona D'Backs (4), Los Angeles Dodgers (6)
Cincinnati Reds (11), Milwaukee Brewers (0)
Baltimore Orioles (1), New York Yankees (7)
LA Angels of Anaheim (4), Oakland Athletics (3)
Florida Marlins (2), Philadelphia Phillies (4)
New York Mets (4), San Diego Padres (7)
Detroit Tigers (6), Seattle Mariners (4)
Chicago Cubs (7), St. Louis Cardinals (3)
Tampa Bay Devil Rays (3), Texas Rangers (8)
Boston Red Sox (6), Toronto Blue Jays (3)
Atlanta Braves (3), Washington Nationals (1)
Detroit Tigers (0), LA Angels of Anaheim (3)
Florida Marlins (3), Chicago Cubs (6)
Los Angeles Dodgers (6), Houston Astros (2)
Atlanta Braves (2), Milwaukee Brewers (3)
Colorado Rockies (5), Philadelphia Phillies (6)
Arizona D'Backs (4), San Diego Padres (1)
Chicago White Sox (3), Seattle Mariners (4)
New York Mets (2), San Francisco Giants (6)
Pittsburgh Pirates (2), St. Louis Cardinals (7)
Oakland Athletics (3), Texas Rangers (2)
Cincinnati Reds (4), Washington Nationals (2)
Detroit Tigers (5), LA Angels of Anaheim (2)
Florida Marlins (1), Chicago Cubs (3)
Boston Red Sox (8), Cleveland Indians (6)
Los Angeles Dodgers (3), Houston Astros (4)
Minnesota Twins (2), Kansas City Royals (1)
Atlanta Braves (2), Milwaukee Brewers (4)
Tampa Bay Devil Rays (1), New York Yankees (9)
Colorado Rockies (7), Philadelphia Phillies (6)
Arizona D'Backs (7), San Diego Padres (0)
Chicago White Sox (13), Seattle Mariners (3)
New York Mets (4), San Francisco Giants (1)
Pittsburgh Pirates (3), St. Louis Cardinals (6)
Oakland Athletics (5), Texas Rangers (6)
Baltimore Orioles (3), Toronto Blue Jays (7)
Cincinnati Reds (6), Washington Nationals (5)
Detroit Tigers (0), LA Angels of Anaheim (4)
Florida Marlins (7), Chicago Cubs (5)
Boston Red Sox (1), Cleveland Indians (7)
Los Angeles Dodgers (5), Houston Astros (8)
Minnesota Twins (1), Kansas City Royals (3)
Atlanta Braves (4), Milwaukee Brewers (5)
Tampa Bay Devil Rays (4), New York Yankees (2)
Colorado Rockies (5), Philadelphia Phillies (9)
Arizona D'Backs (3), San Diego Padres (2)
Chicago White Sox (1), Seattle Mariners (5)
New York Mets (9), San Francisco Giants (7)
Pittsburgh Pirates (3), St. Louis Cardinals (4)
Oakland Athletics (6), Texas Rangers (4)
Baltimore Orioles (2), Toronto Blue Jays (8)
Cincinnati Reds (5), Washington Nationals (0)
Boston Red Sox (3), Cleveland Indians (15)
Minnesota Twins (7), Kansas City Royals (3)
Tampa Bay Devil Rays (1), New York Yankees (4)
Colorado Rockies (6), Philadelphia Phillies (3)
Washington Nationals (2), St. Louis Cardinals (6)
Baltimore Orioles (7), Toronto Blue Jays (5)
Chicago White Sox (8), LA Angels of Anaheim (5)
New York Mets (5), Atlanta Braves (2)
Seattle Mariners (2), Baltimore Orioles (5)
Milwaukee Brewers (2), Chicago Cubs (6)
Houston Astros (4), Cincinnati Reds (5)
Texas Rangers (6), Cleveland Indians (7)
Minnesota Twins (0), Detroit Tigers (9)
Colorado Rockies (3), Florida Marlins (2)
Oakland Athletics (5), Kansas City Royals (3)
Toronto Blue Jays (7), New York Yankees (2)
Philadelphia Phillies (1), Pittsburgh Pirates (3)
Los Angeles Dodgers (3), San Diego Padres (0)
Arizona D'Backs (2), San Francisco Giants (10)
Washington Nationals (8), St. Louis Cardinals (3)
Boston Red Sox (2), Tampa Bay Devil Rays (5)
Chicago White Sox (2), LA Angels of Anaheim (1)
New York Mets (1), Atlanta Braves (0)
Seattle Mariners (8), Baltimore Orioles (6)
Milwaukee Brewers (16), Chicago Cubs (2)
Houston Astros (3), Cincinnati Reds (6)
Texas Rangers (7), Cleveland Indians (5)
Minnesota Twins (1), Detroit Tigers (18)
Colorado Rockies (8), Florida Marlins (7)
Toronto Blue Jays (6), New York Yankees (17)
Philadelphia Phillies (2), Pittsburgh Pirates (3)
Los Angeles Dodgers (4), San Diego Padres (2)
Arizona D'Backs (2), San Francisco Giants (3)
Washington Nationals (1), St. Louis Cardinals (2)
Boston Red Sox (9), Tampa Bay Devil Rays (6)
Chicago White Sox (6), LA Angels of Anaheim (5)
New York Mets (5), Atlanta Braves (8)
Seattle Mariners (4), Baltimore Orioles (3)
Milwaukee Brewers (9), Chicago Cubs (0)
Houston Astros (3), Cincinnati Reds (2)
Texas Rangers (8), Cleveland Indians (4)
Minnesota Twins (0), Detroit Tigers (6)
Colorado Rockies (3), Florida Marlins (1)
Oakland Athletics (13), Kansas City Royals (6)
Toronto Blue Jays (1), New York Yankees (4)
Philadelphia Phillies (5), Pittsburgh Pirates (1)
Los Angeles Dodgers (5), San Diego Padres (6)
Arizona D'Backs (8), San Francisco Giants (2)
Washington Nationals (2), St. Louis Cardinals (9)
Boston Red Sox (4), Tampa Bay Devil Rays (5)
Oakland Athletics (1), LA Angels of Anaheim (0)
Los Angeles Dodgers (2), Arizona D'Backs (3)
Colorado Rockies (0), Atlanta Braves (2)
Toronto Blue Jays (9), Baltimore Orioles (7)
New York Yankees (3), Boston Red Sox (7)
Pittsburgh Pirates (1), Chicago Cubs (2)
St. Louis Cardinals (1), Cincinnati Reds (6)
Chicago White Sox (8), Cleveland Indians (6)
Kansas City Royals (2), Detroit Tigers (3)
Philadelphia Phillies (8), Florida Marlins (5)
Houston Astros (2), Milwaukee Brewers (4)
Seattle Mariners (8), Minnesota Twins (2)
Washington Nationals (1), New York Mets (2)
San Diego Padres (10), San Francisco Giants (4)
Texas Rangers (3), Tampa Bay Devil Rays (0)
Oakland Athletics (10), LA Angels of Anaheim (3)
Los Angeles Dodgers (8), Arizona D'Backs (10)
Colorado Rockies (4), Atlanta Braves (5)
Toronto Blue Jays (2), Baltimore Orioles (9)
Pittsburgh Pirates (8), Chicago Cubs (0)
St. Louis Cardinals (2), Cincinnati Reds (3)
Chicago White Sox (1), Cleveland Indians (7)
Kansas City Royals (1), Detroit Tigers (4)
Philadelphia Phillies (7), Florida Marlins (5)
Houston Astros (8), Milwaukee Brewers (5)
Seattle Mariners (1), Minnesota Twins (5)
Washington Nationals (6), New York Mets (2)
San Diego Padres (5), San Francisco Giants (3)
Texas Rangers (7), Tampa Bay Devil Rays (5)
Chicago Cubs (1), Arizona D'Backs (5)
Toronto Blue Jays (7), Boston Red Sox (6)
Seattle Mariners (5), Chicago White Sox (6)
Cincinnati Reds (0), Colorado Rockies (3)
LA Angels of Anaheim (1), Detroit Tigers (2)
St. Louis Cardinals (4), Houston Astros (5)
San Diego Padres (11), Los Angeles Dodgers (5)
San Francisco Giants (2), Milwaukee Brewers (0)
Kansas City Royals (1), Minnesota Twins (6)
Pittsburgh Pirates (3), New York Mets (4)
Cleveland Indians (14), Oakland Athletics (3)
Atlanta Braves (4), Philadelphia Phillies (5)
New York Yankees (4), Tampa Bay Devil Rays (2)
Baltimore Orioles (1), Texas Rangers (2)
Florida Marlins (6), Washington Nationals (5)
Chicago Cubs (0), Arizona D'Backs (6)
Toronto Blue Jays (4), Boston Red Sox (7)
Seattle Mariners (1), Chicago White Sox (4)
Cincinnati Reds (7), Colorado Rockies (1)
LA Angels of Anaheim (7), Detroit Tigers (2)
St. Louis Cardinals (3), Houston Astros (4)
San Diego Padres (3), Los Angeles Dodgers (0)
San Francisco Giants (4), Milwaukee Brewers (7)
Kansas City Royals (1), Minnesota Twins (0)
Pittsburgh Pirates (0), New York Mets (6)
Cleveland Indians (4), Oakland Athletics (12)
Atlanta Braves (3), Philadelphia Phillies (6)
New York Yankees (10), Tampa Bay Devil Rays (5)
Baltimore Orioles (2), Texas Rangers (8)
Florida Marlins (11), Washington Nationals (3)
Cincinnati Reds (1), Arizona D'Backs (7)
Baltimore Orioles (3), Boston Red Sox (6)
Kansas City Royals (5), Chicago White Sox (4)
Houston Astros (4), Colorado Rockies (5)
St. Louis Cardinals (7), Florida Marlins (2)
Milwaukee Brewers (3), Los Angeles Dodgers (4)
Detroit Tigers (9), Minnesota Twins (6)
Atlanta Braves (7), New York Mets (8)
Tampa Bay Devil Rays (3), Oakland Athletics (1)
San Francisco Giants (3), Philadelphia Phillies (8)
Chicago Cubs (0), San Diego Padres (1)
Cleveland Indians (9), Seattle Mariners (4)
New York Yankees (8), Texas Rangers (7)
LA Angels of Anaheim (3), Toronto Blue Jays (13)
Pittsburgh Pirates (0), Washington Nationals (6)
Cincinnati Reds (1), Arizona D'Backs (3)
Baltimore Orioles (3), Boston Red Sox (9)
Kansas City Royals (2), Chicago White Sox (9)
Houston Astros (0), Colorado Rockies (5)
St. Louis Cardinals (7), Florida Marlins (6)
Milwaukee Brewers (4), Los Angeles Dodgers (5)
Detroit Tigers (6), Minnesota Twins (7)
Atlanta Braves (5), New York Mets (6)
Tampa Bay Devil Rays (2), Oakland Athletics (3)
San Francisco Giants (1), Philadelphia Phillies (4)
Chicago Cubs (1), San Diego Padres (2)
Cleveland Indians (1), Seattle Mariners (4)
New York Yankees (6), Texas Rangers (1)
LA Angels of Anaheim (3), Toronto Blue Jays (0)
Pittsburgh Pirates (5), Washington Nationals (4)
Cincinnati Reds (9), Arizona D'Backs (8)
Baltimore Orioles (3), Boston Red Sox (10)
Kansas City Royals (2), Chicago White Sox (3)
Houston Astros (3), Colorado Rockies (5)
St. Louis Cardinals (9), Florida Marlins (1)
Milwaukee Brewers (2), Los Angeles Dodgers (10)
Detroit Tigers (2), Minnesota Twins (4)
Atlanta Braves (13), New York Mets (3)
Tampa Bay Devil Rays (3), Oakland Athletics (2)
San Francisco Giants (5), Philadelphia Phillies (9)
Chicago Cubs (3), San Diego Padres (6)
Cleveland Indians (2), Seattle Mariners (0)
New York Yankees (8), Texas Rangers (5)
LA Angels of Anaheim (1), Toronto Blue Jays (3)
Pittsburgh Pirates (4), Washington Nationals (5)
Cleveland Indians (3), Kansas City Royals (4)
Chicago Cubs (3), San Diego Padres (8)
Tampa Bay Devil Rays (3), Seattle Mariners (6)
Houston Astros (5), San Francisco Giants (7)
Colorado Rockies (6), St. Louis Cardinals (2)
Minnesota Twins (4), Texas Rangers (6)
LA Angels of Anaheim (1), Toronto Blue Jays (5)
Detroit Tigers (6), Baltimore Orioles (7)
LA Angels of Anaheim (1), Chicago White Sox (9)
Washington Nationals (7), Cincinnati Reds (1)
Atlanta Braves (10), Florida Marlins (2)
Cleveland Indians (7), Kansas City Royals (10)
Houston Astros (7), Los Angeles Dodgers (12)
Boston Red Sox (14), New York Yankees (3)
New York Mets (4), Philadelphia Phillies (5)
Arizona D'Backs (0), Pittsburgh Pirates (3)
Milwaukee Brewers (5), San Diego Padres (4)
Tampa Bay Devil Rays (1), Seattle Mariners (8)
Chicago Cubs (1), San Francisco Giants (6)
Colorado Rockies (2), St. Louis Cardinals (4)
Minnesota Twins (15), Texas Rangers (5)
Oakland Athletics (6), Toronto Blue Jays (5)
Detroit Tigers (6), Baltimore Orioles (3)
LA Angels of Anaheim (12), Chicago White Sox (5)
Washington Nationals (6), Cincinnati Reds (9)
Atlanta Braves (3), Florida Marlins (11)
Cleveland Indians (8), Kansas City Royals (10)
Houston Astros (6), Los Angeles Dodgers (9)
Boston Red Sox (3), New York Yankees (7)
New York Mets (13), Philadelphia Phillies (4)
Arizona D'Backs (7), Pittsburgh Pirates (4)
Milwaukee Brewers (0), San Diego Padres (3)
Tampa Bay Devil Rays (1), Seattle Mariners (0)
Chicago Cubs (8), San Francisco Giants (1)
Colorado Rockies (4), St. Louis Cardinals (7)
Minnesota Twins (4), Texas Rangers (3)
Oakland Athletics (7), Toronto Blue Jays (9)
Washington Nationals (4), Cincinnati Reds (5)
Atlanta Braves (9), Florida Marlins (1)
Houston Astros (4), Los Angeles Dodgers (2)
Boston Red Sox (5), New York Yankees (3)
New York Mets (0), Philadelphia Phillies (2)
Milwaukee Brewers (5), San Diego Padres (8)
Chicago Cubs (3), San Francisco Giants (9)
Oakland Athletics (3), Toronto Blue Jays (8)
Seattle Mariners (7), LA Angels of Anaheim (12)
Washington Nationals (2), Atlanta Braves (6)
Kansas City Royals (5), Baltimore Orioles (6)
Texas Rangers (6), Boston Red Sox (0)
San Diego Padres (10), Chicago Cubs (5)
Philadelphia Phillies (8), Cincinnati Reds (4)
Detroit Tigers (5), Cleveland Indians (4)
Colorado Rockies (2), Houston Astros (12)
New York Mets (6), Milwaukee Brewers (9)
Chicago White Sox (1), Minnesota Twins (10)
Oakland Athletics (0), New York Yankees (2)
Florida Marlins (9), Pittsburgh Pirates (12)
Los Angeles Dodgers (6), San Francisco Giants (1)
Arizona D'Backs (3), St. Louis Cardinals (5)
Toronto Blue Jays (1), Tampa Bay Devil Rays (4)
Seattle Mariners (5), LA Angels of Anaheim (4)
Washington Nationals (5), Atlanta Braves (8)
Kansas City Royals (1), Baltimore Orioles (11)
San Diego Padres (4), Chicago Cubs (3)
Philadelphia Phillies (2), Cincinnati Reds (0)
Detroit Tigers (3), Cleveland Indians (0)
Colorado Rockies (2), Houston Astros (1)
New York Mets (9), Milwaukee Brewers (8)
Chicago White Sox (4), Minnesota Twins (8)
Oakland Athletics (3), New York Yankees (4)
Florida Marlins (4), Pittsburgh Pirates (3)
Los Angeles Dodgers (5), San Francisco Giants (6)
Arizona D'Backs (1), St. Louis Cardinals (9)
Toronto Blue Jays (8), Tampa Bay Devil Rays (1)
Seattle Mariners (9), LA Angels of Anaheim (4)
Washington Nationals (8), Atlanta Braves (1)
Kansas City Royals (7), Baltimore Orioles (8)
San Diego Padres (9), Chicago Cubs (0)
Philadelphia Phillies (2), Cincinnati Reds (1)
Detroit Tigers (3), Cleveland Indians (2)
Colorado Rockies (0), Houston Astros (3)
New York Mets (5), Milwaukee Brewers (6)
Chicago White Sox (9), Minnesota Twins (7)
Oakland Athletics (6), New York Yankees (1)
Florida Marlins (8), Pittsburgh Pirates (2)
Los Angeles Dodgers (6), San Francisco Giants (3)
Arizona D'Backs (7), St. Louis Cardinals (6)
Toronto Blue Jays (8), Tampa Bay Devil Rays (3)
San Diego Padres (5), Arizona D'Backs (6)
Florida Marlins (8), Atlanta Braves (11)
Boston Red Sox (11), Baltimore Orioles (1)
Los Angeles Dodgers (5), Colorado Rockies (4)
San Francisco Giants (10), Houston Astros (1)
Chicago White Sox (7), Minnesota Twins (3)
Texas Rangers (4), New York Yankees (2)
Toronto Blue Jays (3), LA Angels of Anaheim (8)
San Diego Padres (2), Arizona D'Backs (5)
Florida Marlins (3), Atlanta Braves (4)
Boston Red Sox (6), Baltimore Orioles (5)
Washington Nationals (0), Chicago Cubs (4)
Kansas City Royals (4), Cleveland Indians (6)
Los Angeles Dodgers (1), Colorado Rockies (5)
Minnesota Twins (4), Detroit Tigers (7)
San Francisco Giants (14), Houston Astros (3)
Philadelphia Phillies (2), Milwaukee Brewers (3)
Texas Rangers (13), New York Yankees (14)
Seattle Mariners (6), Oakland Athletics (12)
Cincinnati Reds (3), Pittsburgh Pirates (9)
New York Mets (8), St. Louis Cardinals (3)
Chicago White Sox (7), Tampa Bay Devil Rays (10)
Toronto Blue Jays (3), LA Angels of Anaheim (0)
San Diego Padres (14), Arizona D'Backs (10)
Florida Marlins (4), Atlanta Braves (6)
Boston Red Sox (3), Baltimore Orioles (4)
