0.660841705,1
0.555662147,1
0.583896778,0
0.503639459,1
0.681785352,1
0.790556108,1
0.363973738,1
0.58176796,1
0.454256455,1
0.625288004,1
0.60049656,0
0.777203945,1
0.499586974,1
0.293745503,0
0.297818602,1
0.601609107,0
0.441918752,1
0.719411496,0
0.566819,1
0.70158276,0
0.608863996,1
0.25834031,0
0.675569067,1
0.767863257,1
0.585522428,1
0.553217639,0
0.430520082,0
0.683284624,0
0.746998877,1
0.670902588,1
0.583664592,0
0.33483297,0
0.744011854,1
0.388470154,1
0.722057812,0
0.861221452,1
0.48939387,0
0.579954452,1
0.429904851,0
0.655026169,0
0.337521678,1
0.40259111,0
0.760547723,1
0.584265961,0
0.56767109,0
0.781440017,1
0.421431663,0
0.45332046,1
0.663938967,1
0.436043947,1
0.773120729,1
0.405471414,1
0.894293308,1
0.303883407,1
0.792565812,1
0.509514284,1
0.730589995,0
0.799785316,0
0.661498105,0
0.352602832,0
0.326380726,0
0.499339446,0
0.533823608,0
0.277501091,1
0.677418452,0
0.554156504,0
0.760292884,1
0.478491307,1
0.372026468,1
0.40744065,0
0.737869721,1
0.673082434,0
0.653155878,0
0.387664995,1
0.366473345,0
0.70382798,1
0.825292052,1
0.618095062,1
0.372914494,0
0.403110405,0
0.746689782,0
0.332646748,0
0.729720073,0
0.282889151,1
0.586564215,1
0.546094581,1
0.835056292,1
0.663493132,1
0.591056117,1
0.461971556,0
0.477320718,0
0.717896098,1
0.464565154,1
0.589308784,1
0.851389851,0
0.41732611,0
0.612769454,1
0.598450973,1
0.697243015,0
0.673826797,0
0.59482274,1
0.69144129,1
0.833153365,1
0.568387215,0
0.458873972,1
0.588369441,0
0.651603696,0
0.720461895,0
0.380087124,1
0.46668211,1
0.532230295,1
0.706447925,1
0.713122429,0
0.554493549,1
0.475108063,0
0.713077676,1
0.724887368,1
0.661251867,1
0.540791535,0
0.392559913,0
0.737044968,1
0.421487808,0
0.330304699,0
0.320614808,1
0.229887017,0
0.766737797,1
0.704902011,1
0.571721076,1
0.487121325,1
0.391521292,0
0.56057417,1
0.683100226,1
0.544655901,1
0.610006722,1
0.548777187,1
0.616686322,0
0.466385547,1
0.776020531,0
0.676605301,0
0.46914289,1
0.678263192,1
0.806764549,1
0.388569987,0
0.394721206,0
0.59226468,0
0.43708892,0
0.588623156,1
0.803634178,1
0.684085089,0
0.262289527,0
0.72716254,1
0.779897479,1
0.284492907,0
0.773129816,0
0.658217706,1
0.548234044,0
0.591236985,1
0.801414624,1
0.605725683,1
0.779368369,1
0.865789949,1
0.191744769,0
0.409063548,0
0.555348022,1
0.330020804,0
0.512179704,1
0.725115758,1
0.491548879,1
0.660657183,1
0.544597367,0
0.728324753,1
0.658022132,0
0.652324708,0
0.522539973,0
0.563570979,0
0.579557545,0
0.727906532,1
0.704632518,0
0.669155178,0
0.71869748,1
0.755889775,1
0.62879889,0
0.812013821,1
0.816849866,0
0.621694841,0
0.656051753,1
0.401914278,0
0.586567007,0
0.733275831,1
0.243317646,0
0.248677458,0
0.582951018,1
0.466822519,0
0.63499287,1
0.859891036,1
0.469098447,0
0.616022065,1
0.856388752,1
0.749564233,0
0.686709089,1
0.171871947,1
0.452839748,0
0.538285976,1
0.453364684,0
0.19471417,0
0.449317752,1
0.565403631,1
0.409726073,0
0.754290846,1
0.53648283,1
0.653270628,1
0.46516087,1
0.472996829,0
0.780615015,0
0.24596316,0
0.546046067,1
0.746567817,1
0.633183111,0
0.58359325,1
0.539913674,0
0.717171569,1
0.745328552,0
0.72832817,1
0.501914015,0
0.86928454,1
0.362430657,1
0.323341799,0
0.213833999,0
0.28982478,1
0.42538488,1
0.539095638,1
0.48342746,1
0.703189204,1
0.43854403,0
0.768632955,0
0.621686718,1
0.742569673,0
0.651544887,1
0.633263328,0
0.811775575,0
0.72523163,0
0.678229274,0
