84,128
98,105
98,92
111,102
98,106
92,101
102,99
118,113
112,110
109,101
106,142
106,107
107,101
97,96
110,108
106,98
116,112
91,102
91,96
114,103
105,91
105,112
124,116
95,103
111,116
77,87
120,89
95,134
115,98
107,115
126,94
117,87
109,94
91,95
86,88
99,88
110,124
106,99
85,92
101,94
88,109
84,114
103,111
119,115
114,110
117,90
102,99
103,100
100,105
105,116
87,109
111,118
105,133
89,110
121,113
101,130
84,104
105,110
97,79
118,112
116,108
96,99
120,119
92,112
118,122
94,110
120,121
101,112
92,116
100,122
131,120
99,94
86,103
113,109
111,113
95,114
97,107
95,85
98,132
85,93
89,95
113,108
123,114
101,108
89,109
106,109
120,132
90,103
97,108
95,102
107,92
88,96
95,69
100,122
96,92
102,98
111,118
100,89
125,121
100,103
108,122
107,99
108,119
114,127
105,90
90,135
111,109
101,114
79,99
82,73
105,95
109,79
107,108
100,113
110,117
82,113
107,117
105,107
108,115
110,108
113,117
74,104
102,100
102,119
112,109
136,130
114,108
111,118
108,93
121,126
104,116
92,84
107,97
102,113
98,86
121,110
125,111
96,95
94,93
117,101
109,102
101,106
107,115
95,106
117,112
91,103
99,119
109,108
119,113
90,88
109,115
96,123
109,105
87,91
90,109
116,123
110,90
104,98
108,109
102,111
119,114
100,112
100,119
118,120
85,90
90,106
115,131
106,102
90,104
104,111
102,112
95,91
100,102
102,107
103,113
123,107
102,100
106,94
98,102
99,101
103,105
119,94
111,121
98,102
120,101
89,102
98,119
105,111
82,91
118,124
101,89
80,114
91,99
83,100
98,105
114,117
124,122
99,108
116,140
101,111
99,116
92,104
94,110
95,118
116,96
121,109
122,129
88,114
112,98
86,91
112,114
104,117
123,114
107,98
95,89
101,89
111,118
82,90
119,127
91,101
98,109
94,98
115,103
104,115
105,113
120,113
121,116
102,116
91,93
90,99
82,110
112,123
106,94
117,125
106,115
105,104
111,92
107,102
102,95
127,99
114,115
116,118
109,121
99,94
109,118
93,101
106,110
116,108
128,119
100,127
116,111
100,93
106,98
105,112
108,117
118,123
97,82
109,123
94,92
106,121
85,102
105,95
86,98
95,111
79,88
107,101
120,116
125,124
117,106
129,122
109,94
92,101
110,96
117,97
95,107
114,121
108,87
94,100
109,107
106,114
92,100
99,101
108,117
96,105
105,119
95,103
97,98
86,102
104,95
112,140
107,127
89,104
113,108
94,134
103,101
110,105
108,116
86,96
93,102
115,109
120,108
113,132
77,110
99,107
97,113
105,108
107,114
93,109
98,111
137,112
87,98
102,97
108,104
122,118
101,116
98,108
112,125
91,126
95,98
98,120
113,104
108,107
106,101
101,120
119,109
99,98
127,121
103,109
114,122
117,106
85,107
95,118
100,121
92,111
98,118
89,94
106,100
101,104
103,118
104,101
95,99
113,110
104,118
93,102
78,113
112,107
125,108
95,108
91,107
143,114
96,112
92,93
93,110
127,123
99,102
105,112
118,115
98,123
112,113
119,95
97,109
107,105
100,109
73,122
108,111
118,98
115,103
115,105
112,86
109,99
109,104
109,103
102,105
114,127
122,124
97,95
93,103
100,92
110,121
112,111
108,106
108,123
109,120
109,106
119,114
113,103
116,112
95,103
99,101
114,109
114,105
98,105
120,127
109,103
98,109
88,96
112,86
98,128
100,88
116,124
111,115
103,119
107,110
123,118
109,112
86,102
109,106
98,144
103,116
112,108
109,129
123,112
102,95
139,142
108,121
91,107
101,120
107,94
113,111
105,101
114,113
109,113
97,104
96,104
105,111
119,122
115,96
83,105
116,120
98,115
94,108
106,108
101,117
104,109
95,90
97,125
95,113
119,99
98,118
111,126
93,116
128,100
98,88
124,114
88,104
113,108
133,120
86,102
108,116
107,113
106,97
117,121
108,116
117,121
102,114
94,102
108,104
105,103
86,113
84,105
102,125
107,99
111,104
137,112
106,109
97,121
98,105
91,105
102,107
103,95
99,105
120,95
87,110
96,113
90,93
74,89
115,113
106,111
121,107
112,107
109,118
140,135
107,111
114,113
104,128
106,117
114,110
102,121
92,123
132,117
91,110
106,88
109,112
127,94
119,115
111,103
92,108
107,95
105,112
109,118
112,111
120,111
108,99
103,92
122,107
122,114
122,106
131,123
97,115
107,108
107,112
107,102
109,125
80,112
102,133
116,100
130,114
109,117
112,104
89,117
90,94
99,105
102,101
112,103
105,99
111,98
110,132
110,106
116,107
89,102
110,108
109,104
88,72
98,120
94,105
97,96
116,108
108,116
129,125
104,113
112,99
91,98
86,109
117,109
84,99
95,91
105,116
107,79
101,137
85,90
88,111
103,104
111,98
104,119
108,114
113,123
129,99
112,103
100,116
108,90
121,128
109,129
92,102
105,97
109,95
84,97
93,110
112,120
97,107
117,99
83,96
95,112
130,142
95,113
109,110
86,105
99,85
105,98
104,98
121,124
119,98
96,100
110,118
106,112
102,92
114,98
95,102
89,96
117,108
92,91
119,108
102,88
125,107
113,120
109,104
112,130
106,109
108,112
95,100
99,103
122,103
98,125
110,98
86,109
101,90
109,100
99,100
105,96
107,80
87,94
103,120
109,114
135,130
100,104
115,95
101,112
101,98
99,110
102,105
111,118
97,112
114,106
101,91
112,102
108,123
92,120
94,101
136,106
116,130
90,97
97,96
89,104
105,97
112,105
106,109
110,109
114,115
119,111
88,100
106,98
96,108
95,109
102,116
122,109
113,105
112,98
110,112
83,88
111,122
126,121
131,127
105,110
123,113
99,86
115,108
98,115
101,108
93,104
91,107
94,87
91,98
104,114
101,106
114,98
92,102
122,110
108,114
99,105
115,94
81,121
96,105
99,119
85,99
102,103
130,122
125,122
100,98
92,112
100,112
107,90
89,104
95,102
104,112
116,104
125,124
105,92
85,107
80,100
112,120
112,117
98,102
118,116
110,101
115,109
101,129
93,113
104,119
115,120
99,107
78,100
108,114
122,104
96,128
104,106
77,100
81,87
104,117
98,91
97,83
100,139
77,98
97,96
112,120
107,101
110,106
112,107
103,91
83,91
114,129
92,122
121,110
123,102
98,95
87,75
107,103
105,123
112,128
74,116
109,103
107,112
113,97
86,95
93,98
109,105
92,117
78,108
96,104
94,110
111,104
95,112
125,120
115,104
109,123
99,105
102,118
91,116
102,110
90,105
124,125
100,107
105,114
111,95
109,112
96,98
112,87
133,109
97,112
100,93
82,95
93,90
120,122
100,109
95,117
113,126
97,122
109,102
116,98
101,108
100,104
98,126
95,97
101,84
95,110
90,97
120,130
117,107
112,105
100,114
107,117
125,117
119,130
97,100
87,115
108,129
127,115
94,86
95,108
100,112
98,106
107,92
108,112
106,120
115,90
94,106
125,137
94,107
98,97
97,81
109,94
92,91
95,109
90,91
74,103
112,131
100,108
91,95
106,101
118,108
97,96
113,106
115,114
119,108
113,122
103,100
124,133
97,110
118,121
105,88
114,106
99,92
112,82
110,98
110,106
93,99
89,90
104,119
124,118
107,117
116,117
114,122
105,122
98,107
90,99
98,94
105,108
89,117
100,95
100,111
88,95
111,121
104,106
104,115
123,117
117,130
82,91
130,135
115,139
103,108
116,113
109,105
117,110
110,94
113,101
123,116
103,109
105,113
109,110
102,122
107,121
90,108
134,131
91,100
79,110
141,118
87,98
89,95
87,106
111,118
114,91
112,99
105,102
104,110
101,112
103,100
120,111
102,95
116,123
89,104
106,103
107,115
102,90
98,105
114,100
102,89
106,122
114,109
94,98
88,101
99,120
94,96
113,120
106,107
121,114
101,123
127,112
90,82
86,101
98,87
106,103
125,126
106,105
109,110
103,90
110,97
111,124
135,128
105,114
75,122
105,101
105,99
96,125
121,124
79,89
120,111
98,99
76,103
109,91
96,108
100,98
104,129
94,112
73,112
98,83
94,109
118,123
86,104
95,115
100,93
102,110
113,114
111,105
109,113
103,100
97,101
